Emp Name,Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeID,Gender,JobLevel,JobRole,MaritalStatus,MonthlyIncome,NumCompaniesWorked,Over18,PercentSalaryHike,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager
ENRICO BAUTISTA,33,No,Travel_Rarely,Research & Development,3,4,Life Sciences,1,3273,Male,4,Manufacturing Director,Married,59020,0,Y,12,8,1,14,2,13,3,7
JACK WOOD,33,Yes,Travel_Rarely,Research & Development,23,5,Life Sciences,1,3274,Male,1,Human Resources,Single,86390,5,Y,16,8,2,6,3,3,0,2
JAYME CAMPBELL,47,No,Travel_Rarely,Research & Development,6,4,Other,1,3275,Male,2,Manager,Married,63470,1,Y,14,8,0,26,2,26,3,0
BOB PALACIO,36,No,Travel_Rarely,Sales,6,3,Medical,1,3276,Female,2,Sales Executive,Married,42000,0,Y,22,8,0,10,3,9,0,5
ROBERT DENNIS,29,No,Travel_Rarely,Research & Development,10,3,Other,1,3277,Male,1,Research Scientist,Married,34520,1,Y,11,8,0,10,3,10,0,7
ANTHONY YEE,58,Yes,Travel_Rarely,Research & Development,24,3,Other,1,3278,Female,2,Research Scientist,Single,43170,7,Y,17,8,0,40,2,31,13,8
RICHARD RIDGEWAY,35,No,Travel_Rarely,Sales,10,4,Marketing,1,3279,Female,1,Research Scientist,Single,26320,3,Y,13,8,3,7,3,2,2,2
PHILIP PAPALE,42,No,Travel_Rarely,Sales,15,1,Marketing,1,3280,Male,2,Laboratory Technician,Married,46680,9,Y,18,8,2,8,2,4,0,2
RICHARD MCCOO,28,Yes,Travel_Rarely,Research & Development,19,4,Medical,1,3281,Female,2,Sales Executive,Single,32040,6,Y,16,8,1,5,4,2,2,1
DANIEL SIMONE,36,No,Travel_Rarely,Research & Development,2,3,Life Sciences,1,3282,Male,2,Healthcare Representative,Married,27200,4,Y,14,8,1,8,3,5,0,4
MICHAEL QUINN,32,No,Travel_Rarely,Research & Development,3,1,Medical,1,3283,Male,2,Manufacturing Director,Married,171810,1,Y,14,8,0,14,2,14,6,8
ESTELA BURNS,40,No,Travel_Frequently,Sales,9,3,Marketing,1,3284,Male,3,Manufacturing Director,Single,22380,6,Y,14,8,0,10,3,1,0,0
EDMUND EGAN,30,No,Travel_Rarely,Research & Development,7,3,Technical Degree,1,3285,Male,2,Research Director,Single,14830,5,Y,13,8,0,12,3,0,0,0
COREY YEH,45,No,Travel_Rarely,Research & Development,10,4,Life Sciences,1,3286,Male,1,Research Director,Single,56050,1,Y,12,8,2,1,2,1,0,0
LINDA LEE-ROBBINS,42,No,Travel_Rarely,Research & Development,20,2,Medical,1,3287,Male,2,Sales Representative,Married,72950,1,Y,15,8,0,10,3,9,7,8
MILAGROS SUNGA,38,No,Travel_Frequently,Sales,4,3,Medical,1,3288,Male,2,Research Scientist,Divorced,23060,2,Y,19,8,1,13,5,4,1,2
BARRY PARKER,34,No,Travel_Frequently,Research & Development,7,4,Life Sciences,1,3289,Male,3,Laboratory Technician,Single,23480,1,Y,14,8,1,6,3,5,1,3
JAMES RIORDAN,49,Yes,Travel_Rarely,Sales,7,2,Life Sciences,1,3290,Female,2,Healthcare Representative,Married,89980,1,Y,14,8,2,9,2,9,7,7
LIZELLE CUENCO,55,Yes,Travel_Rarely,Human Resources,16,3,Technical Degree,1,3291,Male,4,Manufacturing Director,Single,43190,4,Y,11,8,0,12,3,9,7,3
DERRICK LEE,43,No,Travel_Rarely,Research & Development,25,2,Medical,1,3292,Male,2,Healthcare Representative,Married,61320,6,Y,13,8,0,22,3,4,1,0
FRANCES WILLIAMS,27,No,Travel_Rarely,Sales,2,4,Medical,1,3293,Male,2,Manager,Divorced,33460,1,Y,21,8,1,9,2,9,0,8
TERENCE CAREY,35,No,Travel_Rarely,Research & Development,1,3,Medical,1,3294,Male,1,Research Director,Single,108550,3,Y,13,8,1,17,2,8,1,6
DONALD WEST,28,No,Travel_Rarely,Sales,1,2,Technical Degree,1,3295,Female,1,Sales Executive,Married,22310,1,Y,12,8,0,8,3,8,7,5
NORMAN WONG,34,No,Travel_Rarely,Sales,2,5,Life Sciences,1,3296,Male,4,Research Scientist,Married,23230,0,Y,17,8,0,4,2,3,0,2
JOSEPH SHELLEY,26,Yes,Travel_Frequently,Research & Development,22,4,Other,1,3297,Female,1,Sales Executive,Married,20240,1,Y,23,8,0,8,2,8,1,7
CYNTHIA GOLDSTEIN,27,No,Non-Travel,Sales,1,3,Technical Degree,1,3298,Female,1,Sales Executive,Married,27130,1,Y,11,8,0,0,2,0,0,0
MARIANO ELIAS JR,51,No,Travel_Rarely,Sales,16,3,Medical,1,3299,Male,3,Research Scientist,Married,94390,2,Y,15,8,3,29,0,20,4,17
DENISHA DIAL,44,No,Travel_Rarely,Sales,24,5,Medical,1,3300,Female,1,Sales Executive,Single,25660,9,Y,11,8,1,10,3,5,2,3
GERALDINE RAYCA,25,No,Travel_Rarely,Research & Development,17,3,Medical,1,3301,Male,1,Laboratory Technician,Single,199260,7,Y,11,8,3,6,5,4,0,1
LEWIS FONG,33,No,Travel_Rarely,Research & Development,8,4,Life Sciences,1,3302,Male,3,Laboratory Technician,Divorced,24510,1,Y,13,8,1,9,3,9,0,8
ALISON YEE,35,No,Travel_Rarely,Sales,6,4,Medical,1,3303,Female,2,Manager,Single,94190,1,Y,24,8,1,6,5,6,1,1
MURRAY DAGGS,36,No,Travel_Rarely,Sales,10,4,Marketing,1,3304,Male,3,Manager,Married,86860,1,Y,13,8,0,18,2,18,4,11
RONALD POSTON,32,No,Travel_Rarely,Research & Development,3,4,Medical,1,3305,Female,4,Sales Executive,Divorced,30380,2,Y,20,8,0,8,3,5,0,3
MICHELLE LIDDICOET,30,No,Travel_Frequently,Research & Development,4,5,Medical,1,3306,Male,5,Sales Representative,Divorced,30580,9,Y,14,8,1,10,2,5,0,3
ELSA TSUTAOKA,53,No,Travel_Rarely,Sales,6,3,Marketing,1,3307,Male,4,Sales Executive,Married,23250,7,Y,18,8,1,35,1,5,0,4
SOCORRO SISON,45,No,Travel_Rarely,Research & Development,1,5,Technical Degree,1,3308,Male,2,Healthcare Representative,Divorced,20880,4,Y,15,8,3,18,2,5,0,2
OSCAR BARCENA,32,No,Travel_Rarely,Sales,10,3,Marketing,1,3309,Female,1,Human Resources,Married,30720,5,Y,12,8,0,9,4,5,1,3
HECTOR RODARTE,52,No,Travel_Frequently,Research & Development,1,1,Life Sciences,1,3310,Male,2,Laboratory Technician,Married,50060,3,Y,16,8,1,31,2,9,0,0
MARK WILLIAMS,37,No,Travel_Rarely,Sales,24,2,Life Sciences,1,3311,Female,4,Laboratory Technician,Divorced,42570,4,Y,15,8,0,9,2,1,0,0
TIMOTHY YEE JR,28,No,Travel_Rarely,Research & Development,21,4,Life Sciences,1,3312,Female,1,Healthcare Representative,Divorced,25000,1,Y,16,8,2,6,3,5,0,4
JOE GUERRA,22,No,Travel_Rarely,Research & Development,2,2,Life Sciences,1,3313,Male,1,Sales Representative,Married,11020,6,Y,19,8,0,4,3,2,2,2
LANCE MARTIN,44,No,Travel_Rarely,Research & Development,22,3,Medical,1,3314,Female,1,Laboratory Technician,Married,104530,2,Y,11,8,1,10,2,3,0,2
KIM SCHOEN,42,No,Travel_Frequently,Sales,13,4,Life Sciences,1,3315,Female,2,Laboratory Technician,Single,22880,5,Y,16,8,1,8,4,2,2,2
TIMOTHY FOLEY,36,No,Travel_Rarely,Research & Development,14,3,Other,1,3316,Male,2,Research Scientist,Married,39290,0,Y,24,8,0,6,6,5,0,3
GERALDINE PEOPLES,25,No,Travel_Rarely,Sales,11,3,Life Sciences,1,3317,Female,1,Laboratory Technician,Married,23110,1,Y,11,8,1,5,2,5,0,3
HUAN CHEN,35,No,Travel_Rarely,Research & Development,9,2,Life Sciences,1,3318,Female,1,Healthcare Representative,Married,31400,1,Y,13,8,1,17,2,17,5,15
TERESITA CO,35,Yes,Travel_Frequently,Sales,8,2,Marketing,1,3319,Female,1,Laboratory Technician,Divorced,36900,1,Y,13,8,1,10,2,10,7,8
CRAIG CANTON,32,No,Non-Travel,Research & Development,21,3,Life Sciences,1,3320,Male,1,Sales Executive,Divorced,44500,0,Y,13,8,0,4,3,3,0,2
LEONEL TINGIN,25,No,Travel_Rarely,Sales,5,3,Marketing,1,3321,Female,4,Research Scientist,Married,27560,1,Y,12,8,2,5,2,5,0,3
STEPHEN SMALLEY,49,No,Travel_Rarely,Sales,9,3,Technical Degree,1,3322,Female,2,Sales Representative,Married,190330,2,Y,18,8,1,7,5,4,0,2
TIMOTHY LIPPS,24,No,Non-Travel,Research & Development,2,5,Technical Degree,1,3323,Male,2,Healthcare Representative,Married,187220,0,Y,22,8,1,6,3,5,3,4
GARY ALTENBERG,32,No,Travel_Frequently,Research & Development,12,5,Medical,1,3324,Male,1,Research Scientist,Married,95470,1,Y,13,8,1,10,3,10,5,3
DANIEL EVERSON,38,No,Travel_Rarely,Sales,22,2,Medical,1,3325,Male,1,Sales Executive,Married,137340,0,Y,13,8,0,3,3,2,1,2
LAWRENCE LAU,42,No,Travel_Rarely,Research & Development,18,1,Technical Degree,1,3326,Female,2,Research Scientist,Married,199990,2,Y,23,8,1,17,6,5,1,3
DANNY LOPEZ,31,No,Travel_Rarely,Research & Development,16,3,Life Sciences,1,3327,Female,3,Sales Executive,Married,22790,3,Y,12,8,1,8,3,6,0,2
PAUL YEP,29,Yes,Travel_Rarely,Sales,3,3,Marketing,1,3328,Male,3,Laboratory Technician,Divorced,59160,6,Y,12,8,0,5,2,3,0,2
DAMON WILLIAMS JR,53,No,Travel_Rarely,Research & Development,9,3,Life Sciences,1,3329,Male,1,Sales Representative,Married,20890,5,Y,16,8,0,28,2,2,2,2
MICHAEL KIM,35,No,Travel_Rarely,Research & Development,1,3,Life Sciences,1,3330,Male,3,Healthcare Representative,Married,167920,3,Y,12,8,1,16,3,13,4,8
TIMOTHY SLACK,37,No,Travel_Frequently,Research & Development,13,4,Life Sciences,1,3331,Female,3,Human Resources,Married,35640,5,Y,11,8,0,10,1,5,0,0
JEFFREY ISHIKAWA,53,No,Travel_Rarely,Research & Development,1,1,Medical,1,3332,Male,1,Sales Executive,Single,44250,6,Y,22,8,1,33,2,12,3,8
NANCIE GUILLORY,43,No,Travel_Frequently,Research & Development,1,3,Medical,1,3333,Male,1,Laboratory Technician,Married,52650,4,Y,11,8,1,12,4,5,2,2
STEVEN MULKEEN,47,No,Travel_Rarely,Sales,15,4,Marketing,1,3334,Female,3,Research Director,Married,65530,0,Y,15,8,0,8,2,7,7,7
NANCY KIRSHNER-RODRIGUE,37,No,Non-Travel,Research & Development,1,5,Medical,1,3335,Female,2,Research Scientist,Single,62610,1,Y,12,8,0,10,1,10,0,9
MICHAEL MARTINEZ,50,No,Non-Travel,Research & Development,17,3,Medical,1,3336,Female,1,Laboratory Technician,Divorced,42980,1,Y,20,8,1,31,6,31,14,7
SALLY FOSTER,39,No,Travel_Rarely,Research & Development,1,3,Other,1,3337,Female,3,Human Resources,Married,68040,8,Y,14,8,1,13,3,5,0,4
SHILU RAMCHAND,33,No,Travel_Rarely,Sales,7,3,Life Sciences,1,3338,Male,2,Manufacturing Director,Divorced,38150,3,Y,11,8,1,7,3,4,0,3
RAYMOND POYDESSUS,32,Yes,Travel_Rarely,Research & Development,9,1,Medical,1,3339,Female,1,Laboratory Technician,Single,27410,1,Y,15,8,1,1,5,1,0,1
GRACE BONDOC,29,No,Travel_Rarely,Research & Development,5,4,Life Sciences,1,3340,Female,4,Healthcare Representative,Divorced,66730,6,Y,12,8,1,8,2,4,0,3
RENE PAGANO,44,No,Travel_Rarely,Research & Development,26,2,Life Sciences,1,3341,Male,2,Manufacturing Director,Married,76390,1,Y,14,8,0,8,6,8,7,1
PAMELA CUNNINGHAM,28,No,Travel_Rarely,Sales,24,5,Life Sciences,1,3342,Female,1,Research Scientist,Single,23280,1,Y,11,8,2,4,3,4,0,2
PAUL ORLANDO,58,Yes,Travel_Frequently,Sales,9,2,Technical Degree,1,3343,Male,1,Sales Executive,Divorced,21530,9,Y,11,8,0,3,3,1,0,0
JASON ACOSTA,43,No,Travel_Rarely,Sales,7,4,Marketing,1,3344,Male,2,Sales Executive,Divorced,48760,4,Y,16,8,2,4,4,1,0,0
EILEEN NEEDHAM,20,Yes,Travel_Rarely,Research & Development,11,3,Medical,1,3345,Male,2,Sales Executive,Single,93960,1,Y,12,8,0,2,6,2,0,2
MARC GUILLORY,21,Yes,Travel_Rarely,Research & Development,1,3,Medical,1,3346,Male,2,Sales Executive,Single,104000,1,Y,13,8,1,1,2,1,0,0
FRANCISCO CUBIAS,36,No,Travel_Rarely,Research & Development,26,4,Medical,1,3347,Male,1,Laboratory Technician,Married,84740,0,Y,14,8,0,17,3,16,4,11
DAISY EVANGELISTA,47,No,Travel_Rarely,Research & Development,2,3,Life Sciences,1,3348,Male,2,Manufacturing Director,Single,99810,1,Y,21,8,1,3,3,3,1,2
WILLIAM WONG,22,Yes,Travel_Rarely,Research & Development,15,4,Life Sciences,1,3349,Female,1,Laboratory Technician,Married,124900,0,Y,13,8,0,4,3,3,0,2
ARIEH KENDALL,41,Yes,Travel_Rarely,Research & Development,23,3,Life Sciences,1,3350,Female,2,Sales Executive,Divorced,26570,4,Y,11,8,0,10,3,7,1,0
CARLOS MUSTAFICH,28,No,Travel_Rarely,Research & Development,10,3,Life Sciences,1,3351,Female,3,Manager,Divorced,135910,5,Y,20,8,1,6,2,2,2,2
MICHAEL RADANOVICH,39,Yes,Travel_Rarely,Research & Development,10,4,Life Sciences,1,3352,Female,4,Human Resources,Married,66960,7,Y,11,8,0,8,3,2,2,2
THOMAS MANNION,27,No,Travel_Rarely,Research & Development,1,3,Medical,1,3353,Male,1,Research Scientist,Single,20580,1,Y,14,8,1,1,5,1,0,0
BERNARD DUFFY,34,No,Travel_Rarely,Research & Development,12,2,Technical Degree,1,3354,Male,2,Human Resources,Divorced,88650,1,Y,11,8,1,1,0,1,1,0
ARTURO GUITARTE,42,No,Travel_Rarely,Sales,11,1,Technical Degree,1,3355,Male,2,Human Resources,Single,59400,7,Y,16,8,0,10,2,5,0,3
AUDREY PEARSON,33,No,Travel_Rarely,Sales,2,3,Marketing,1,3356,Female,1,Sales Executive,Single,59140,3,Y,16,8,1,6,4,3,0,2
DENNIS OMAHONY,58,No,Travel_Rarely,Research & Development,2,4,Life Sciences,1,3357,Male,1,Research Scientist,Divorced,26220,2,Y,23,8,0,24,3,6,0,4
LUIS DE JESUS,31,No,Travel_Rarely,Sales,1,3,Life Sciences,1,3358,Female,1,Sales Representative,Married,121850,3,Y,14,8,0,13,2,7,5,2
JUDY GAER,35,No,Travel_Rarely,Research & Development,2,1,Life Sciences,1,3359,Male,3,Healthcare Representative,Married,106090,1,Y,22,8,0,10,3,10,0,7
GARY PEACHEY,49,No,Travel_Rarely,Research & Development,25,2,Life Sciences,1,3360,Female,2,Sales Executive,Married,43450,4,Y,15,8,0,29,3,26,1,7
SUSAN CLEVELAND,48,No,Travel_Rarely,Research & Development,1,4,Medical,1,3361,Male,1,Research Scientist,Married,21770,4,Y,18,8,0,13,4,0,0,0
EVANGELINE REYES,31,No,Non-Travel,Research & Development,1,2,Technical Degree,1,3362,Female,2,Sales Executive,Married,27930,1,Y,16,8,0,9,4,9,0,0
SABINE BALDEN,36,No,Travel_Rarely,Human Resources,2,4,Technical Degree,1,3363,Male,1,Sales Executive,Single,79180,2,Y,12,8,2,8,3,6,0,1
RONALD VANPOOL,38,No,Travel_Rarely,Sales,6,3,Other,1,3364,Male,2,Sales Executive,Married,87890,1,Y,11,8,3,15,4,15,5,11
JASON JACKSON,32,No,Non-Travel,Sales,18,3,Marketing,1,3365,Male,1,Laboratory Technician,Married,23890,6,Y,12,8,1,5,4,3,0,2
THOMAS MORAN,25,Yes,Travel_Rarely,Research & Development,1,2,Life Sciences,1,3366,Male,1,Sales Executive,Married,32120,1,Y,15,8,1,1,3,1,0,0
MAEVE REID,40,No,Travel_Rarely,Research & Development,1,4,Medical,1,3367,Male,2,Research Scientist,Divorced,192320,2,Y,14,8,1,11,3,1,0,0
DELOS PUTZ,26,No,Travel_Frequently,Sales,11,3,Marketing,1,3368,Male,2,Healthcare Representative,Single,22670,1,Y,19,8,3,7,2,7,0,7
MICKI JONES,41,No,Travel_Rarely,Research & Development,1,4,Medical,1,3369,Male,1,Research Scientist,Single,195170,2,Y,13,8,0,20,5,18,2,17
JOSEPH SHARLOW,36,No,Travel_Rarely,Research & Development,9,3,Life Sciences,1,3370,Female,2,Healthcare Representative,Single,24360,4,Y,13,8,0,16,3,11,3,9
JOHN FERGUS,19,Yes,Travel_Rarely,Research & Development,15,3,Life Sciences,1,3371,Male,2,Research Scientist,Single,160640,1,Y,15,8,1,1,3,1,0,0
JEFFERY LITTLEFIELD,20,Yes,Travel_Rarely,Research & Development,29,3,Life Sciences,1,3372,Female,3,Laboratory Technician,Single,27070,1,Y,11,8,0,1,2,1,0,0
LEROY THOMAS,31,No,Travel_Rarely,Research & Development,1,4,Life Sciences,1,3373,Male,4,Research Director,Married,190680,0,Y,12,8,0,10,1,9,8,5
CAROLINO MUNSAYAC,40,No,Travel_Frequently,Sales,1,3,Marketing,1,3374,Male,1,Research Scientist,Divorced,39310,8,Y,19,8,0,3,2,1,0,0
CHARLES LEUNG,32,No,Travel_Rarely,Research & Development,24,3,Life Sciences,1,3375,Male,4,Laboratory Technician,Married,37300,1,Y,25,8,1,8,4,8,6,3
DARBY REID,36,Yes,Travel_Rarely,Research & Development,10,3,Medical,1,3376,Male,3,Sales Executive,Married,22320,1,Y,12,8,1,16,2,16,3,7
GEORGE LEONG,33,No,Travel_Rarely,Research & Development,1,4,Medical,1,3377,Female,4,Manufacturing Director,Single,44650,0,Y,13,8,0,6,3,5,1,4
TIMOTHY NEVES,37,Yes,Travel_Rarely,Sales,10,4,Marketing,1,3378,Female,3,Human Resources,Married,30720,5,Y,14,8,0,17,3,14,11,7
MARY DUNNIGAN,45,No,Non-Travel,Research & Development,8,1,Life Sciences,1,3379,Male,2,Sales Executive,Married,33190,1,Y,12,8,1,9,3,9,0,8
DARLA MCBRIDE,29,No,Travel_Frequently,Research & Development,29,1,Life Sciences,1,3380,Male,1,Sales Representative,Married,192020,1,Y,12,8,0,3,5,3,0,2
KATHLEEN MARK,35,No,Travel_Rarely,Human Resources,1,3,Human Resources,1,3381,Male,3,Laboratory Technician,Married,136750,1,Y,15,8,3,5,5,5,1,0
RICHARD TAM,52,No,Travel_Rarely,Research & Development,5,4,Other,1,3382,Male,1,Laboratory Technician,Married,29110,2,Y,17,8,2,26,3,9,7,8
MARC LEWIS,58,Yes,Travel_Rarely,Sales,9,2,Medical,1,3383,Female,4,Sales Executive,Single,59570,4,Y,14,8,1,7,2,1,0,0
IGNATIUS CHINN,53,No,Travel_Rarely,Research & Development,9,3,Technical Degree,1,3384,Male,1,Manager,Divorced,39200,6,Y,16,8,1,22,3,17,15,2
MIKE KEOHANE,30,No,Travel_Rarely,Sales,3,4,Marketing,1,3385,Male,1,Sales Executive,Divorced,64340,5,Y,14,8,1,10,3,8,7,7
KENNETH RICH,38,No,Non-Travel,Sales,4,3,Life Sciences,1,3386,Male,2,Research Director,Single,100480,1,Y,23,8,1,6,2,5,1,3
JASON KIRCHNER,35,No,Travel_Rarely,Sales,1,2,Life Sciences,1,3387,Female,2,Healthcare Representative,Divorced,109380,6,Y,14,8,2,12,2,10,0,8
ALAN HONNIBALL,39,No,Travel_Rarely,Sales,1,1,Marketing,1,3388,Male,2,Research Scientist,Single,23400,0,Y,11,8,1,9,2,8,0,7
THERESA SAN GIACOMO,40,Yes,Non-Travel,Research & Development,2,4,Life Sciences,1,3389,Male,1,Human Resources,Single,65450,4,Y,15,8,0,22,2,1,0,0
MICHAEL HAASE,47,No,Travel_Frequently,Research & Development,7,4,Life Sciences,1,3390,Male,3,Sales Executive,Divorced,69310,1,Y,11,8,0,20,3,19,2,7
ALEJANDRO CABEBE,36,No,Non-Travel,Sales,28,1,Life Sciences,1,3391,Male,2,Research Scientist,Divorced,48980,4,Y,13,8,1,12,3,7,0,7
KAY WILLIAMS,31,Yes,Non-Travel,Research & Development,28,4,Medical,1,3392,Male,2,Research Scientist,Single,25930,0,Y,21,8,0,4,2,3,1,2
SHAYNE JOHNSTON,33,No,Non-Travel,Sales,15,3,Other,1,3393,Male,4,Research Director,Single,194360,1,Y,19,8,2,10,4,10,6,0
ANA MORALES,29,Yes,Travel_Rarely,Human Resources,3,5,Life Sciences,1,3394,Male,1,Sales Executive,Single,27230,6,Y,11,8,1,3,2,0,0,0
CAROL CONLEY-BODIN,33,No,Travel_Rarely,Research & Development,2,2,Technical Degree,1,3395,Male,2,Laboratory Technician,Single,34790,3,Y,12,8,0,5,3,3,0,2
HONG LUU,45,No,Travel_Rarely,Research & Development,26,1,Medical,1,3396,Female,3,Healthcare Representative,Divorced,27940,3,Y,19,8,1,8,2,5,0,2
JOHN GARCIA JR,50,No,Travel_Rarely,Sales,10,1,Life Sciences,1,3397,Female,1,Manufacturing Director,Divorced,52490,9,Y,21,8,2,32,2,5,1,3
LIANE CORRALES,33,No,Travel_Frequently,Sales,1,3,Marketing,1,3398,Male,2,Human Resources,Married,21760,1,Y,14,8,1,6,2,6,1,2
TAIRA DE BERNARDI,41,No,Travel_Frequently,Sales,11,3,Other,1,3399,Male,1,Laboratory Technician,Divorced,168720,2,Y,15,8,1,21,2,18,0,11
KEVIN O'CONNOR,27,No,Travel_Rarely,Research & Development,20,4,Other,1,3400,Male,2,Manufacturing Director,Married,34850,9,Y,17,8,2,4,2,2,2,2
PEDRO MARTINEZ,45,No,Non-Travel,Sales,2,3,Medical,1,3401,Female,1,Sales Executive,Married,66440,1,Y,12,8,0,9,3,9,0,8
DANIEL LUI,47,No,Travel_Rarely,Sales,18,4,Medical,1,3402,Female,2,Research Scientist,Single,55820,1,Y,16,8,0,9,3,9,0,7
LAIN SALSTRAND,30,Yes,Travel_Rarely,Sales,2,3,Life Sciences,1,3403,Male,2,Healthcare Representative,Married,40000,4,Y,12,8,0,7,5,5,0,1
KUNTHEA JOHNSON,50,No,Travel_Rarely,Research & Development,1,3,Technical Degree,1,3404,Female,2,Sales Executive,Married,134960,3,Y,18,8,1,22,3,12,1,5
GERALD ALLEY,38,No,Travel_Frequently,Research & Development,13,3,Technical Degree,1,3405,Male,1,Manufacturing Director,Married,32100,0,Y,17,8,2,3,5,2,0,2
PRIVADO GUMABAY,46,No,Travel_Rarely,Research & Development,28,3,Medical,1,3406,Female,3,Human Resources,Divorced,190450,6,Y,11,8,3,13,2,8,0,7
WEI YI MO,24,No,Travel_Rarely,Sales,28,3,Life Sciences,1,3407,Female,1,Healthcare Representative,Divorced,118490,1,Y,16,8,1,5,3,4,3,2
GEORGE FOGARTY,35,Yes,Travel_Rarely,Sales,24,3,Medical,1,3408,Male,3,Healthcare Representative,Divorced,20700,1,Y,13,8,3,5,1,4,0,2
PETER WEN DO KUANG,31,No,Travel_Frequently,Research & Development,5,2,Technical Degree,1,3409,Male,2,Sales Executive,Married,65020,1,Y,12,8,0,4,3,4,0,3
CULLEN CAHILL,18,No,Non-Travel,Sales,5,4,Other,1,3410,Male,2,Manager,Single,32300,1,Y,12,8,1,0,3,0,0,0
RON MEYER,54,No,Travel_Rarely,Sales,23,3,Medical,1,3411,Female,1,Laboratory Technician,Married,136030,8,Y,13,8,1,22,2,10,0,8
MATILDE SAQUILAYAN,35,No,Travel_Rarely,Research & Development,6,4,Medical,1,3412,Female,1,Manufacturing Director,Divorced,119960,1,Y,19,8,2,16,3,16,10,1
JENNIFER HENNESSEY,30,No,Travel_Rarely,Research & Development,4,3,Life Sciences,1,3413,Female,5,Healthcare Representative,Married,56050,0,Y,12,8,1,9,0,8,1,7
JOSEPH HORTON,20,Yes,Travel_Rarely,Research & Development,2,2,Life Sciences,1,3414,Female,2,Research Scientist,Single,63970,1,Y,17,8,1,1,3,1,0,0
JEREMIAH BUCKLEY,30,Yes,Travel_Frequently,Research & Development,8,4,Medical,1,3415,Male,1,Sales Executive,Single,191440,0,Y,11,8,0,4,3,3,1,2
TIMOTHY LEUNG,26,No,Travel_Rarely,Sales,1,3,Marketing,1,3416,Female,2,Research Scientist,Married,175840,1,Y,20,8,0,8,2,8,1,3
KETTY FEDIGAN,22,No,Travel_Rarely,Research & Development,8,3,Other,1,3417,Male,2,Sales Representative,Married,49070,1,Y,21,8,1,4,2,4,1,1
ERIN MURPHY,48,No,Travel_Rarely,Human Resources,2,4,Medical,1,3418,Male,2,Sales Executive,Single,45540,2,Y,11,8,2,19,3,2,2,2
CLARENCE LEE,48,No,Travel_Rarely,Sales,3,3,Medical,1,3419,Male,1,Research Director,Single,54150,7,Y,11,8,1,27,1,15,4,8
JONATHAN KUHNS,41,No,Travel_Rarely,Research & Development,2,3,Life Sciences,1,3420,Male,2,Research Scientist,Single,47410,6,Y,16,8,0,8,3,2,2,1
ARAM MARAVILLAS,39,No,Travel_Rarely,Sales,2,3,Life Sciences,1,3421,Male,3,Human Resources,Married,21150,1,Y,18,8,0,21,3,21,11,8
MICHAEL CHANTAL,27,No,Travel_Rarely,Research & Development,3,3,Life Sciences,1,3422,Male,2,Human Resources,Married,31610,0,Y,13,8,2,4,0,3,2,2
RUSSELL ZIMMERMAN,35,No,Travel_Rarely,Sales,24,3,Medical,1,3423,Male,5,Sales Executive,Divorced,57450,1,Y,17,8,3,3,4,3,1,2
JERRY TIDWELL,42,No,Travel_Rarely,Research & Development,23,4,Other,1,3424,Male,1,Research Scientist,Married,23730,6,Y,14,8,1,21,3,1,0,0
JOHN MANNING,50,No,Travel_Rarely,Sales,27,3,Medical,1,3425,Male,2,Sales Executive,Married,33100,4,Y,22,8,1,8,3,1,0,0
MICHAEL WHITE,59,No,Travel_Rarely,Research & Development,16,4,Medical,1,3426,Female,5,Laboratory Technician,Single,186650,3,Y,12,8,0,30,3,5,4,3
RENE NIELSEN,37,Yes,Travel_Rarely,Sales,15,3,Marketing,1,3427,Male,2,Laboratory Technician,Married,44850,5,Y,11,8,1,15,2,1,0,0
PAGET MITCHELL,55,No,Travel_Frequently,Research & Development,26,2,Life Sciences,1,3428,Female,2,Sales Executive,Married,27890,3,Y,13,8,1,17,2,8,6,7
NADINE QUAN,41,No,Non-Travel,Research & Development,19,1,Life Sciences,1,3429,Male,2,Research Scientist,Divorced,58280,1,Y,13,8,0,21,0,21,5,10
LIZA DIGDIGAN,38,No,Travel_Rarely,Research & Development,24,2,Other,1,3430,Female,1,Laboratory Technician,Single,23260,8,Y,14,8,0,19,3,1,0,0
DENNIS LAI,26,Yes,Non-Travel,Research & Development,21,1,Life Sciences,1,3431,Female,1,Manufacturing Director,Single,135250,8,Y,17,8,1,7,4,2,2,2
DAMON KEEVE,52,Yes,Travel_Rarely,Research & Development,5,4,Medical,1,3432,Female,4,Human Resources,Married,14200,1,Y,13,8,1,33,2,32,6,9
ANTHONY JONCICH,44,No,Travel_Rarely,Research & Development,16,3,Life Sciences,1,3433,Female,1,Healthcare Representative,Married,80200,3,Y,11,8,1,23,2,12,11,11
CHARLES MCGOWAN-FACIANI,50,No,Non-Travel,Human Resources,2,2,Life Sciences,1,3434,Male,1,Laboratory Technician,Married,36880,0,Y,11,8,0,19,3,18,0,13
PHILIP GALLI,36,Yes,Travel_Rarely,Sales,2,4,Technical Degree,1,3435,Male,4,Sales Executive,Single,54820,1,Y,18,8,0,18,3,17,15,14
ELSIE ZARZA,39,No,Travel_Frequently,Sales,11,3,Marketing,1,3436,Male,1,Sales Executive,Single,160150,1,Y,11,8,0,21,3,21,2,8
